Date,Time,group name,Distance along tape,Distance along tape,Plant type?,Litter,Groundcover Identification,Ground Cover,Trees/shrubs identification,Active Burrows,Inactive Burrows,>2cm,DunePostition,Latitude,Longitude,Accuracy
28/06/2015,8:57:18 AM,satoi,,0,Dune Position,,,,,,,,Trough,-25.59769828,153.0954519,3.4
28/06/2015,8:58:14 AM,satoi,5,,Litter Cover,0,,,,,,,,,,
28/06/2015,8:59:14 AM,satoi,5,,Groundcover Plants,,Beach Spinifex,7,,,,,,,,
28/06/2015,9:00:42 AM,satoi,5,,Crab data,,,,,1,0,1,,,,
28/06/2015,9:01:18 AM,satoi,,5,Dune Position,,,,,,,,Upslope,-25.59768711,153.0953427,3.4
28/06/2015,9:01:59 AM,satoi,10,,Litter Cover,0,,,,,,,,,,
28/06/2015,9:02:45 AM,satoi,10,,Groundcover Plants,,Beach Spinifex,23,,,,,,,,
28/06/2015,9:04:08 AM,satoi,10,,Crab data,,,,,1,0,0,,,,
28/06/2015,9:04:40 AM,satoi,,10,Dune Position,,,,,,,,Crest,-25.59768731,153.0953201,1.1
28/06/2015,9:07:00 AM,satoi,15,,Litter Cover,1,,,,,,,,,,
28/06/2015,9:07:20 AM,satoi,15,,Groundcover Plants,,Beach Spinifex,20,,,,,,,,
28/06/2015,9:08:06 AM,satoi,15,,Crab data,,,,,1,0,0,,,,
28/06/2015,9:08:15 AM,satoi,,15,Dune Position,,,,,,,,Upslope,-25.59767096,153.0952749,0.9
28/06/2015,9:08:56 AM,satoi,20,,Litter Cover,0,,,,,,,,,,
28/06/2015,9:09:15 AM,satoi,20,,Groundcover Plants,,Beach Spinifex,18,,,,,,,,
28/06/2015,9:09:52 AM,satoi,20,,Crab data,,,,,2,0,0,,,,
28/06/2015,9:09:58 AM,satoi,,20,Dune Position,,,,,,,,Upslope,-25.5976797,153.0951875,1
28/06/2015,9:10:34 AM,satoi,25,,Litter Cover,0,,,,,,,,,,
28/06/2015,9:14:36 AM,satoi,25,,Groundcover Plants,,Beach Spinifex,30,,,,,,,,
28/06/2015,9:15:43 AM,satoi,25,,Groundcover Plants,,Scented Fan Flower,5,,,,,,,,
28/06/2015,9:16:26 AM,satoi,25,,Crab data,,,,,0,1,0,,,,
28/06/2015,9:17:06 AM,satoi,,25,Dune Position,,,,,,,,Upslope,-25.59763606,153.095173,1
28/06/2015,9:20:55 AM,satoi,30,,Litter Cover,2,,,,,,,,,,
28/06/2015,9:21:17 AM,satoi,30,,Groundcover Plants,,Beach Spinifex,20,,,,,,,,
28/06/2015,9:21:38 AM,satoi,30,,Groundcover Plants,,Beach morning glory,4,,,,,,,,
28/06/2015,9:22:22 AM,satoi,30,,Groundcover Plants,,Blady Grass,8,,,,,,,,
28/06/2015,9:25:09 AM,satoi,30,,Crab data,,,,,1,7,0,,,,
28/06/2015,9:25:33 AM,satoi,,30,Dune Position,,,,,,,,Crest,-25.5977451,153.0950673,0.8
28/06/2015,9:26:41 AM,satoi,35,,Litter Cover,90,,,,,,,,,,
28/06/2015,9:26:58 AM,satoi,35,,Groundcover Plants,,Beach Spinifex,2,,,,,,,,
28/06/2015,9:28:11 AM,satoi,35,,Groundcover Plants,,Blady Grass,10,,,,,,,,
28/06/2015,9:29:39 AM,satoi,35,,Crab data,,,,,1,1,1,,,,
28/06/2015,9:29:49 AM,satoi,,35,Dune Position,,,,,,,,Downslope,-25.59761612,153.0950708,1.4
28/06/2015,9:31:23 AM,satoi,40,,Litter Cover,99,,,,,,,,,,
28/06/2015,9:31:46 AM,satoi,40,,Groundcover Plants,,Blady Grass,6,,,,,,,,
28/06/2015,9:32:06 AM,satoi,40,,Groundcover Plants,,Angular pigface ,3,,,,,,,,
28/06/2015,9:33:32 AM,satoi,40,,Crab data,,,,,0,0,0,,,,
28/06/2015,9:33:40 AM,satoi,,40,Dune Position,,,,,,,,Downslope,-25.59765679,153.0950405,1.4
28/06/2015,9:34:24 AM,satoi,45,,Litter Cover,80,,,,,,,,,,
28/06/2015,9:34:50 AM,satoi,45,,Groundcover Plants,,Blady Grass,50,,,,,,,,
28/06/2015,9:35:25 AM,satoi,45,,Groundcover Plants,,Scented Fan Flower,7,,,,,,,,
28/06/2015,9:36:14 AM,satoi,45,,Crab data,,,,,0,2,1,,,,
28/06/2015,9:36:41 AM,satoi,,45,Dune Position,,,,,,,,Upslope,-25.59760677,153.0950162,0.7
28/06/2015,9:38:31 AM,satoi,50,,Litter Cover,40,,,,,,,,,,
28/06/2015,9:38:53 AM,satoi,50,,Groundcover Plants,,Scented Fan Flower,20,,,,,,,,
28/06/2015,9:39:06 AM,satoi,50,,Groundcover Plants,,Blady Grass,5,,,,,,,,
28/06/2015,9:39:53 AM,satoi,50,,Groundcover Plants,,Dune Oxalis,3,,,,,,,,
28/06/2015,9:41:45 AM,satoi,50,,Groundcover Plants,,Beach morning glory,2,,,,,,,,
28/06/2015,9:42:37 AM,satoi,50,,Crab data,,,,,0,3,1,,,,
28/06/2015,9:43:03 AM,satoi,,50,Dune Position,,,,,,,,Trough,-25.59760554,153.0949342,0.3
28/06/2015,9:43:28 AM,satoi,55,,Litter Cover,60,,,,,,,,,,
28/06/2015,9:44:12 AM,satoi,55,,Groundcover Plants,,Scented Fan Flower,20,,,,,,,,
28/06/2015,9:44:40 AM,satoi,55,,Groundcover Plants,,Blady Grass,15,,,,,,,,
28/06/2015,9:52:58 AM,satoi,55,,Groundcover Plants,,Coast Headland Pea,1,,,,,,,,
28/06/2015,9:55:08 AM,satoi,55,,Crab data,,,,,1,4,1,,,,
28/06/2015,9:55:15 AM,satoi,,55,Dune Position,,,,,,,,Upslope,-25.59758343,153.0948919,2.8
28/06/2015,9:57:43 AM,satoi,60,,Litter Cover,90,,,,,,,,,,
28/06/2015,9:58:14 AM,satoi,60,,Groundcover Plants,,Blady Grass,8,,,,,,,,
28/06/2015,9:59:03 AM,satoi,60,,Groundcover Plants,,Beach morning glory,2,,,,,,,,
28/06/2015,10:00:17 AM,satoi,60,,Crab data,,,,,0,1,0,,,,
